date,factor_code,factor_name,factor_group,factor_polarity,factor_score,coverage_ratio,breadth_score,confidence,factor_state,interpretation
2025-11-18,usd_krw_pressure,USD / KRW Pressure,fx,risk,67.776865,1.0,0.409471,64.568234,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,68.15265,1.0,0.363053,61.78318,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-20,usd_krw_pressure,USD / KRW Pressure,fx,risk,70.826924,1.0,0.435163,66.109791,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-21,usd_krw_pressure,USD / KRW Pressure,fx,risk,76.746888,1.0,0.534938,72.096266,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-24,usd_krw_pressure,USD / KRW Pressure,fx,risk,76.816045,1.0,0.536321,72.179253,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-25,usd_krw_pressure,USD / KRW Pressure,fx,risk,80.118986,1.0,0.60238,76.142784,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-26,usd_krw_pressure,USD / KRW Pressure,fx,risk,75.479909,1.0,0.509598,70.575891,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-27,usd_krw_pressure,USD / KRW Pressure,fx,risk,83.259981,0.65,0.6652,51.942785,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-11-28,usd_krw_pressure,USD / KRW Pressure,fx,risk,74.861109,1.0,0.497222,69.83333,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-01,usd_krw_pressure,USD / KRW Pressure,fx,risk,77.345809,1.0,0.547444,72.846621,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-02,usd_krw_pressure,USD / KRW Pressure,fx,risk,77.140332,1.0,0.553301,73.198052,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-03,usd_krw_pressure,USD / KRW Pressure,fx,risk,67.054762,1.0,0.436607,66.196421,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-04,usd_krw_pressure,USD / KRW Pressure,fx,risk,68.140386,1.0,0.438429,66.305762,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-05,usd_krw_pressure,USD / KRW Pressure,fx,risk,65.607429,1.0,0.341716,60.502953,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-08,usd_krw_pressure,USD / KRW Pressure,fx,risk,63.715693,1.0,0.2799,56.793991,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-09,usd_krw_pressure,USD / KRW Pressure,fx,risk,64.472759,1.0,0.289455,57.367311,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-10,usd_krw_pressure,USD / KRW Pressure,fx,risk,62.219585,1.0,0.282643,56.958558,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-11,usd_krw_pressure,USD / KRW Pressure,fx,risk,62.417042,1.0,0.357766,61.465958,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-12,usd_krw_pressure,USD / KRW Pressure,fx,risk,61.79447,1.0,0.287729,57.263756,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-15,usd_krw_pressure,USD / KRW Pressure,fx,risk,69.053684,1.0,0.436009,66.160537,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-16,usd_krw_pressure,USD / KRW Pressure,fx,risk,62.751257,1.0,0.347557,60.853395,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-17,usd_krw_pressure,USD / KRW Pressure,fx,risk,63.772138,1.0,0.355542,61.332524,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-18,usd_krw_pressure,USD / KRW Pressure,fx,risk,61.387688,1.0,0.367758,62.065482,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,57.274621,1.0,0.291543,57.49258,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-22,usd_krw_pressure,USD / KRW Pressure,fx,risk,55.956269,1.0,0.335017,60.101046,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-23,usd_krw_pressure,USD / KRW Pressure,fx,risk,54.536417,1.0,0.340943,60.456581,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-24,usd_krw_pressure,USD / KRW Pressure,fx,risk,57.698996,1.0,0.350001,61.000044,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-26,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.964446,1.0,0.286383,57.182993,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-29,usd_krw_pressure,USD / KRW Pressure,fx,risk,39.427608,1.0,0.361886,61.71315,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-30,usd_krw_pressure,USD / KRW Pressure,fx,risk,36.901244,1.0,0.368316,62.098956,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2025-12-31,usd_krw_pressure,USD / KRW Pressure,fx,risk,39.812687,0.85,0.355613,52.136242,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-02,usd_krw_pressure,USD / KRW Pressure,fx,risk,40.248553,1.0,0.385922,63.155337,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-05,usd_krw_pressure,USD / KRW Pressure,fx,risk,35.272907,1.0,0.442308,66.538472,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-06,usd_krw_pressure,USD / KRW Pressure,fx,risk,35.863799,1.0,0.499142,69.948513,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-07,usd_krw_pressure,USD / KRW Pressure,fx,risk,37.203291,1.0,0.471785,68.307098,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-08,usd_krw_pressure,USD / KRW Pressure,fx,risk,40.634525,1.0,0.426389,65.583338,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-09,usd_krw_pressure,USD / KRW Pressure,fx,risk,43.180575,1.0,0.490436,69.426176,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-12,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.354873,1.0,0.523758,71.42547,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-13,usd_krw_pressure,USD / KRW Pressure,fx,risk,46.870512,1.0,0.555242,73.314493,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-14,usd_krw_pressure,USD / KRW Pressure,fx,risk,50.093194,1.0,0.548177,72.890645,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-15,usd_krw_pressure,USD / KRW Pressure,fx,risk,47.367866,1.0,0.589103,75.34616,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-16,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.086206,1.0,0.589038,75.342286,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,51.292615,0.65,0.523779,46.427372,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-20,usd_krw_pressure,USD / KRW Pressure,fx,risk,45.847224,1.0,0.545076,72.704547,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-21,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.06907,1.0,0.561381,73.682884,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-22,usd_krw_pressure,USD / KRW Pressure,fx,risk,42.15155,1.0,0.556397,73.383843,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-23,usd_krw_pressure,USD / KRW Pressure,fx,risk,39.448372,1.0,0.533008,71.980472,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-26,usd_krw_pressure,USD / KRW Pressure,fx,risk,37.823955,1.0,0.410661,64.639685,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-27,usd_krw_pressure,USD / KRW Pressure,fx,risk,33.86351,1.0,0.464091,67.845431,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-28,usd_krw_pressure,USD / KRW Pressure,fx,risk,33.691487,1.0,0.411315,64.678929,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-29,usd_krw_pressure,USD / KRW Pressure,fx,risk,30.513751,1.0,0.453968,67.238092,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-01-30,usd_krw_pressure,USD / KRW Pressure,fx,risk,32.103935,1.0,0.419368,65.162057,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-02,usd_krw_pressure,USD / KRW Pressure,fx,risk,47.945513,1.0,0.305735,58.344107,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-03,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.005157,1.0,0.39618,63.770779,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-04,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.596544,1.0,0.295742,57.74455,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-05,usd_krw_pressure,USD / KRW Pressure,fx,risk,51.752475,1.0,0.355119,61.307164,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-06,usd_krw_pressure,USD / KRW Pressure,fx,risk,52.927903,1.0,0.461469,67.688143,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-09,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.119179,1.0,0.45775,67.465006,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-10,usd_krw_pressure,USD / KRW Pressure,fx,risk,42.298271,1.0,0.413662,64.819727,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-11,usd_krw_pressure,USD / KRW Pressure,fx,risk,35.938729,1.0,0.518208,71.092458,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-12,usd_krw_pressure,USD / KRW Pressure,fx,risk,32.952266,1.0,0.502898,70.17388,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-13,usd_krw_pressure,USD / KRW Pressure,fx,risk,30.118956,1.0,0.537447,72.246848,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-16,usd_krw_pressure,USD / KRW Pressure,fx,risk,41.656993,0.5,0.428023,32.840683,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-17,usd_krw_pressure,USD / KRW Pressure,fx,risk,33.318557,0.85,0.492531,59.119103,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-18,usd_krw_pressure,USD / KRW Pressure,fx,risk,36.152189,0.85,0.433587,56.112915,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,36.806842,1.0,0.397906,63.874356,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-20,usd_krw_pressure,USD / KRW Pressure,fx,risk,37.48861,1.0,0.457544,67.452617,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-23,usd_krw_pressure,USD / KRW Pressure,fx,risk,43.783716,1.0,0.406702,64.402093,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-24,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.014653,1.0,0.465563,67.933751,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-25,usd_krw_pressure,USD / KRW Pressure,fx,risk,47.830834,1.0,0.556617,73.397,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-26,usd_krw_pressure,USD / KRW Pressure,fx,risk,42.320073,1.0,0.450908,67.054479,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-02-27,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.227879,1.0,0.484558,69.073455,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-02,usd_krw_pressure,USD / KRW Pressure,fx,risk,49.773887,0.85,0.44516,56.703149,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-03,usd_krw_pressure,USD / KRW Pressure,fx,risk,56.396203,1.0,0.332034,59.922061,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-04,usd_krw_pressure,USD / KRW Pressure,fx,risk,77.785414,1.0,0.597943,75.876607,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-05,usd_krw_pressure,USD / KRW Pressure,fx,risk,63.128254,1.0,0.272007,56.320418,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-06,usd_krw_pressure,USD / KRW Pressure,fx,risk,63.920634,1.0,0.394966,63.697935,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-09,usd_krw_pressure,USD / KRW Pressure,fx,risk,73.278719,1.0,0.51554,70.932383,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-10,usd_krw_pressure,USD / KRW Pressure,fx,risk,68.318522,1.0,0.36637,61.982226,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-11,usd_krw_pressure,USD / KRW Pressure,fx,risk,68.965638,1.0,0.471216,68.27299,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-12,usd_krw_pressure,USD / KRW Pressure,fx,risk,78.33165,1.0,0.618163,77.089785,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-13,usd_krw_pressure,USD / KRW Pressure,fx,risk,80.453315,1.0,0.609066,76.543978,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-16,usd_krw_pressure,USD / KRW Pressure,fx,risk,88.260836,1.0,0.765217,85.913003,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-17,usd_krw_pressure,USD / KRW Pressure,fx,risk,81.759491,1.0,0.63519,78.11139,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-18,usd_krw_pressure,USD / KRW Pressure,fx,risk,79.885116,1.0,0.617116,77.026974,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,82.479335,1.0,0.649587,78.975202,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-20,usd_krw_pressure,USD / KRW Pressure,fx,risk,84.46832,1.0,0.689366,81.361983,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-23,usd_krw_pressure,USD / KRW Pressure,fx,risk,89.563703,1.0,0.791274,87.476443,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-24,usd_krw_pressure,USD / KRW Pressure,fx,risk,86.370002,1.0,0.7274,83.644003,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-25,usd_krw_pressure,USD / KRW Pressure,fx,risk,93.866815,1.0,0.877336,92.640178,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-26,usd_krw_pressure,USD / KRW Pressure,fx,risk,97.642414,1.0,0.952848,97.170896,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-27,usd_krw_pressure,USD / KRW Pressure,fx,risk,98.110386,1.0,0.962208,97.732463,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-29,usd_krw_pressure,USD / KRW Pressure,fx,risk,100.0,0.5,1.0,50.0,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-30,usd_krw_pressure,USD / KRW Pressure,fx,risk,96.799775,1.0,0.935995,96.15973,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-03-31,usd_krw_pressure,USD / KRW Pressure,fx,risk,80.686366,1.0,0.613727,76.82364,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-01,usd_krw_pressure,USD / KRW Pressure,fx,risk,79.175903,1.0,0.584222,75.053308,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-02,usd_krw_pressure,USD / KRW Pressure,fx,risk,79.863735,1.0,0.597275,75.836482,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-03,usd_krw_pressure,USD / KRW Pressure,fx,risk,81.178435,0.15,0.623569,11.612118,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-05,usd_krw_pressure,USD / KRW Pressure,fx,risk,83.952748,0.5,0.679055,40.371649,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-06,usd_krw_pressure,USD / KRW Pressure,fx,risk,77.567326,1.0,0.551347,73.080791,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-07,usd_krw_pressure,USD / KRW Pressure,fx,risk,75.66377,1.0,0.513275,70.796525,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-08,usd_krw_pressure,USD / KRW Pressure,fx,risk,58.305436,1.0,0.202744,52.164624,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-09,usd_krw_pressure,USD / KRW Pressure,fx,risk,58.112162,1.0,0.2101,52.606006,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-10,usd_krw_pressure,USD / KRW Pressure,fx,risk,40.334695,0.5,0.193306,25.799183,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-12,usd_krw_pressure,USD / KRW Pressure,fx,risk,57.714319,0.5,0.526101,35.783043,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-13,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.111074,1.0,0.381856,62.911348,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-14,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.445674,1.0,0.307638,58.458251,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-15,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.938963,1.0,0.43447,66.06823,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-16,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.946545,1.0,0.339538,60.372265,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-17,usd_krw_pressure,USD / KRW Pressure,fx,risk,45.405603,0.5,0.129192,23.875765,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.235945,0.5,0.578622,37.35865,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-20,usd_krw_pressure,USD / KRW Pressure,fx,risk,42.7415,1.0,0.399501,63.970049,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-21,usd_krw_pressure,USD / KRW Pressure,fx,risk,52.357102,1.0,0.370707,62.242425,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-22,usd_krw_pressure,USD / KRW Pressure,fx,risk,44.029474,1.0,0.419849,65.190913,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-23,usd_krw_pressure,USD / KRW Pressure,fx,risk,41.648388,1.0,0.477043,68.622583,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-24,usd_krw_pressure,USD / KRW Pressure,fx,risk,20.061683,0.5,0.598766,37.96299,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-26,usd_krw_pressure,USD / KRW Pressure,fx,risk,48.825143,0.5,0.578442,37.353247,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-27,usd_krw_pressure,USD / KRW Pressure,fx,risk,29.676419,1.0,0.67213,80.327802,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-28,usd_krw_pressure,USD / KRW Pressure,fx,risk,29.523668,1.0,0.667343,80.0406,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-29,usd_krw_pressure,USD / KRW Pressure,fx,risk,39.103113,1.0,0.561503,73.690185,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-04-30,usd_krw_pressure,USD / KRW Pressure,fx,risk,30.33779,1.0,0.657854,79.47122,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-01,usd_krw_pressure,USD / KRW Pressure,fx,risk,12.900565,0.35,0.741989,29.581763,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-03,usd_krw_pressure,USD / KRW Pressure,fx,risk,43.989303,0.5,0.619395,38.581836,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-04,usd_krw_pressure,USD / KRW Pressure,fx,risk,29.931112,1.0,0.67374,80.424392,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-05,usd_krw_pressure,USD / KRW Pressure,fx,risk,36.419757,0.85,0.575839,63.367793,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-06,usd_krw_pressure,USD / KRW Pressure,fx,risk,26.984633,1.0,0.550406,73.024388,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-07,usd_krw_pressure,USD / KRW Pressure,fx,risk,33.898593,1.0,0.469544,68.172625,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-08,usd_krw_pressure,USD / KRW Pressure,fx,risk,15.556788,0.5,0.688864,40.665927,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-10,usd_krw_pressure,USD / KRW Pressure,fx,risk,47.249632,0.5,0.412671,32.38014,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-11,usd_krw_pressure,USD / KRW Pressure,fx,risk,38.35789,1.0,0.48877,69.32623,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-12,usd_krw_pressure,USD / KRW Pressure,fx,risk,52.709212,1.0,0.493011,69.580635,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-13,usd_krw_pressure,USD / KRW Pressure,fx,risk,47.978372,1.0,0.542418,72.545072,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-14,usd_krw_pressure,USD / KRW Pressure,fx,risk,49.397585,1.0,0.542125,72.527496,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-15,usd_krw_pressure,USD / KRW Pressure,fx,risk,41.051311,0.5,0.53012,35.903594,LOW,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-17,usd_krw_pressure,USD / KRW Pressure,fx,risk,80.45263,0.5,0.609053,38.271578,ELEVATED,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-18,usd_krw_pressure,USD / KRW Pressure,fx,risk,58.411512,1.0,0.486438,69.186292,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
2026-05-19,usd_krw_pressure,USD / KRW Pressure,fx,risk,60.218464,1.0,0.489983,69.399006,NEUTRAL,달러 강세와 원화 약세가 한국 투자자 관점의 리스크로 작동하는지 봅니다.
